  Lines           Copies        Function name
       18 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLock>::lock_shared
       18 (0.0%)      1 (0.0%)  <parking_lot::raw_rwlock::RawRwLock as lock_api::rwlock::RawRwLockUpgrade>::lock_upgradable
       18 (0.0%)      1 (0.0%)  <ra_hir_def::EnumVariantId as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::FieldId as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::ModuleId as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::TypeParamId as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::adt::EnumData as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::adt::EnumVariantData as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::adt::StructData as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::attr::Attr as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::body::scope::ExprScopes as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::body::scope::ScopeData as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::body::scope::ScopeEntry as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::BuiltinInt as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::expr::RecordFieldPat as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::expr::RecordLitField as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::generics::GenericParams as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::generics::WherePredicate as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::item_tree::Variant as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_def::path::ModPath as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_expand::proc_macro::ProcMacroExpander as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::ApplicationTy as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTy as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::OpaqueTyId as core::hash::Hash>::hash
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::ProjectionTy as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::TraitRef as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::infer::TypeMismatch as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::primitive::IntTy as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::InEnvironment<T> as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::ProjectionPredicate as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::UnsizeToSuperTraitObjectData as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_mbe::MacroRules as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_mbe::Rule as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_ssr::parsing::Token as core::clone::Clone>::clone
       18 (0.0%)      1 (0.0%)  <ra_syntax::ptr::SyntaxNodePtr as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_syntax::syntax_error::SyntaxError as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_tt::Delimiter as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_tt::Ident as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_tt::Literal as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <ra_tt::Subtree as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <rowan::green::node::GreenNodeHead as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <text_size::range::TextRange as core::cmp::PartialEq>::eq
       18 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::cmp::Ord>::cmp
       18 (0.0%)      1 (0.0%)  <u64 as rand::distributions::utils::WideningMultiply>::wmul
       18 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::Ord for u32>::cmp
       18 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::Ord for u8>::cmp
       18 (0.0%)      1 (0.0%)  core::cmp::impls::<impl core::cmp::Ord for usize>::cmp
       18 (0.0%)      1 (0.0%)  core::str::<impl str>::as_bytes
       18 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeFrom<usize>>::get_unchecked
       18 (0.0%)      1 (0.0%)  core::str::unwrap_or_0
       17 (0.0%)      4 (0.0%)  core::cell::Cell<T>::get
       17 (0.0%)      1 (0.0%)  indexmap::set::IndexSet<T,S>::iter
       17 (0.0%)      1 (0.0%)  parking_lot::condvar::Condvar::notify_one
       16 (0.0%)      4 (0.0%)  <&mut I as core::iter::traits::exact_size::ExactSizeIterator>::len
       16 (0.0%)      4 (0.0%)  <ra_syntax::ptr::AstPtr<N> as core::hash::Hash>::hash
       16 (0.0%)      4 (0.0%)  alloc::vec::Vec<T>::is_empty
       16 (0.0%)      4 (0.0%)  ra_ssr::matching::record_match_fails_reasons_scope::{{closure}}
       16 (0.0%)      2 (0.0%)  alloc::sync::Arc<T>::allocate_for_layout::{{closure}}
       16 (0.0%)      1 (0.0%)  <chalk_ir::Environment<I> as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauses<I> as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <chalk_ir::debug::SeparatorTraitRef<I> as core::fmt::Debug>::fmt
       16 (0.0%)      1 (0.0%)  <chalk_ir::debug::SeparatorTraitRef<I> as core::fmt::Debug>::fmt::{{closure}}
       16 (0.0%)      1 (0.0%)  <core::mem::manually_drop::ManuallyDrop<T> as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <indexmap::set::IndexSet<T,S> as core::fmt::Debug>::fmt
       16 (0.0%)      1 (0.0%)  <ra_hir_def::attr::Attrs as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <ra_hir_def::docs::Documentation as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <ra_hir_expand::EagerCallLoc as core::hash::Hash>::hash
       16 (0.0%)      1 (0.0%)  <ra_hir_ty::FnSig as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <ra_hir_ty::ProjectionTy as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <ra_hir_ty::Substs as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <ra_hir_ty::TraitRef as core::clone::Clone>::clone
       16 (0.0%)      1 (0.0%)  <rowan::api::SyntaxNode<L> as core::cmp::PartialEq>::ne
       16 (0.0%)      1 (0.0%)  <thin_dst::ThinArc<Head,SliceItem> as core::ops::drop::Drop>::drop
       16 (0.0%)      1 (0.0%)  <usize as core::iter::range::Step>::forward_checked
       16 (0.0%)      1 (0.0%)  <usize as rand::distributions::utils::WideningMultiply>::wmul
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::AliasTy<I>>::fmt
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::AliasTy<I>>::fmt::{{closure}}
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ApplicationTy<I>>::fmt
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ApplicationTy<I>>::fmt::{{closure}}
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ProgramClauseImplication<I>>::fmt
       16 (0.0%)      1 (0.0%)  chalk_ir::debug::<impl core::fmt::Debug for chalk_ir::ProgramClauseImplication<I>>::fmt::{{closure}}
       16 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::Range<usize>>::get_unchecked
       16 (0.0%)      1 (0.0%)  salsa::Database::sweep_all::{{closure}}
       15 (0.0%)      5 (0.0%)  alloc::slice::<impl [T]>::to_vec
       15 (0.0%)      5 (0.0%)  alloc::vec::Vec<T>::set_len
       15 (0.0%)      5 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::write_bytes
       15 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::parse
       15 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::body_with_source_map
       15 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_impl_trait_id
       15 (0.0%)      1 (0.0%)  <rowan::api::SyntaxToken<L> as core::convert::From<rowan::cursor::SyntaxToken>>::from
       15 (0.0%)      1 (0.0%)  core::core_arch::x86::m128iExt::as_i8x16
       15 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::iter_mut
       15 (0.0%)      1 (0.0%)  indexmap::map::split_lo_hi
       15 (0.0%)      1 (0.0%)  ra_ssr::matching::get_match::{{closure}}
       14 (0.0%)      2 (0.0%)  alloc::boxed::Box<T>::into_raw
       14 (0.0%)      2 (0.0%)  core::cell::Cell<T>::new
       14 (0.0%)      2 (0.0%)  core::iter::traits::iterator::Iterator::enumerate
       14 (0.0%)      2 (0.0%)  core::slice::Iter<T>::as_slice
       14 (0.0%)      1 (0.0%)  <std::panicking::begin_panic::PanicPayload<A> as core::panic::BoxMeUp>::get
       14 (0.0%)      1 (0.0%)  <usize as core::slice::SliceIndex<[T]>>::get
       14 (0.0%)      1 (0.0%)  alloc::str::<impl alloc::borrow::ToOwned for str>::to_owned
       14 (0.0%)      1 (0.0%)  alloc::str::<impl alloc::slice::Join<&str> for [S]>::join
       14 (0.0%)      1 (0.0%)  alloc::sync::data_offset_align
       14 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::from_size_align_unchecked
       14 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_movemask_epi8
       14 (0.0%)      1 (0.0%)  core::fmt::Write::write_fmt
       14 (0.0%)      1 (0.0%)  core::ptr::non_null::NonNull<T>::new
       14 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::Range<usize>>::index::{{closure}}
       14 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeFrom<usize>>::index::{{closure}}
       14 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::children
       14 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::children_with_tokens
       14 (0.0%)      1 (0.0%)  std::panicking::panic_count::is_zero
       13 (0.0%)      1 (0.0%)  <chalk_ir::ClausePriority as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <chalk_ir::FloatTy as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <chalk_ir::Mutability as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <chalk_ir::QuantifierKind as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <core::option::Option<T> as core::ops::try::Try>::from_ok
       13 (0.0%)      1 (0.0%)  <hashbrown::map::IterMut<K,V> as core::iter::traits::iterator::Iterator>::next
       13 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::FloatBitness as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::Signedness as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <ra_hir_def::type_ref::Mutability as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroDefId as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <ra_hir_expand::name::Name as core::clone::Clone>::clone
       13 (0.0%)      1 (0.0%)  <ra_hir_ty::method_resolution::TyFingerprint as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::SolutionVariables as core::clone::Clone>::clone
       13 (0.0%)      1 (0.0%)  <ra_ssr::parsing::SsrTemplate as core::clone::Clone>::clone
       13 (0.0%)      1 (0.0%)  <ra_tt::Spacing as core::hash::Hash>::hash
       13 (0.0%)      1 (0.0%)  <smol_str::SmolStr as core::clone::Clone>::clone
       13 (0.0%)      1 (0.0%)  <thin_dst::ThinArc<Head,SliceItem> as core::convert::From<alloc::sync::Arc<thin_dst::ThinData<Head,SliceItem>>>>::from
       13 (0.0%)      1 (0.0%)  alloc::string::String::from_utf8_unchecked
       13 (0.0%)      1 (0.0%)  alloc::vec::SetLenOnDrop::new
       13 (0.0%)      1 (0.0%)  core::alloc::layout::Layout::padding_needed_for
       13 (0.0%)      1 (0.0%)  core::char::methods::<impl char>::encode_utf8
       13 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_undefined_si128
       13 (0.0%)      1 (0.0%)  core::str::traits::<impl core::slice::SliceIndex<str> for core::ops::range::RangeTo<usize>>::get_unchecked
       13 (0.0%)      1 (0.0%)  hashbrown::raw::h2
       13 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::iter_mut
       12 (0.0%)      4 (0.0%)  salsa::QueryTableMut<Q>::set
       12 (0.0%)      3 (0.0%)  core::result::Result<T,E>::is_err
       12 (0.0%)      3 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::contains_key
       12 (0.0%)      3 (0.0%)  std::collections::hash::set::HashSet<T,S>::contains
       12 (0.0%)      2 (0.0%)  <std::collections::hash::set::HashSet<T,S> as core::cmp::PartialEq>::eq::{{closure}}
       12 (0.0%)      2 (0.0%)  indexmap::map::ShortHashProxy<Sz>::new
       12 (0.0%)      1 (0.0%)  <&mut W as core::fmt::Write>::write_fmt
       12 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::parse_or_expand
       12 (0.0%)      1 (0.0%)  <alloc::string::String as core::ops::deref::Deref>::deref
       12 (0.0%)      1 (0.0%)  <alloc::string::String as core::ops::index::Index<core::ops::range::RangeFull>>::index
       12 (0.0%)      1 (0.0%)  <chalk_ir::IntTy as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <chalk_ir::TyKind as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <chalk_ir::UintTy as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <core::ops::range::Range<usize> as core::slice::SliceIndex<[T]>>::get_unchecked_mut
       12 (0.0%)      1 (0.0%)  <ra_hir_def::builtin_type::IntBitness as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_hir_expand::builtin_derive::BuiltinDeriveExpander as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_hir_expand::builtin_macro::BuiltinFnLikeExpander as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_hir_expand::builtin_macro::EagerExpander as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_hir_ty::TyKind as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::FnTrait as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_parser::FragmentKind as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <ra_ssr::SsrMatches as core::default::Default>::default
       12 (0.0%)      1 (0.0%)  <ra_text_edit::TextEditBuilder as core::default::Default>::default
       12 (0.0%)      1 (0.0%)  <ra_tt::DelimiterKind as core::hash::Hash>::hash
       12 (0.0%)      1 (0.0%)  <salsa::durability::Durability as core::cmp::PartialOrd>::ge
       12 (0.0%)      1 (0.0%)  <salsa::revision::Revision as core::cmp::PartialOrd>::gt
       12 (0.0%)      1 (0.0%)  <salsa::revision::Revision as core::cmp::PartialOrd>::le
       12 (0.0%)      1 (0.0%)  <text_size::size::TextSize as core::cmp::PartialOrd>::le
       12 (0.0%)      1 (0.0%)  alloc::alloc::alloc
       12 (0.0%)      1 (0.0%)  alloc::alloc::alloc_zeroed
       12 (0.0%)      1 (0.0%)  alloc::alloc::dealloc
       12 (0.0%)      1 (0.0%)  alloc::alloc::realloc
       12 (0.0%)      1 (0.0%)  alloc::string::String::new
       12 (0.0%)      1 (0.0%)  core::any::TypeId::of
       12 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set_epi8
       12 (0.0%)      1 (0.0%)  core::iter::adapters::Copied<I>::new
       12 (0.0%)      1 (0.0%)  core::iter::adapters::Rev<T>::new
       12 (0.0%)      1 (0.0%)  core::slice::<impl [T]>::first
       12 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU8::compare_exchange
       12 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU8::compare_exchange_weak
       12 (0.0%)      1 (0.0%)  hashbrown::raw::bitmask::BitMask::lowest_set_bit_nonzero
       12 (0.0%)      1 (0.0%)  ra_ssr::MatchFinder::add_rule
       12 (0.0%)      1 (0.0%)  ra_ssr::matching::PatternIterator::new
       12 (0.0%)      1 (0.0%)  ra_ssr::parsing::<impl core::str::FromStr for ra_ssr::SsrRule>::from_str::{{closure}}
       12 (0.0%)      1 (0.0%)  std::collections::hash::map::HashMap<K,V,S>::values_mut
       11 (0.0%)      2 (0.0%)  alloc::boxed::Box<T>::new
       11 (0.0%)      1 (0.0%)  <&T as core::convert::AsRef<U>>::as_ref
       11 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabase>::crate_graph
       11 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::file_source_root
       11 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::file_text
       11 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::source_root
       11 (0.0%)      1 (0.0%)  <DB as ra_db::SourceDatabaseExt>::source_root_crates
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::body
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::const_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_def_map_query
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::crate_lang_items
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::enum_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::expr_scopes
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::function_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::impl_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::import_map
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::module_lang_items
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::static_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::struct_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::trait_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::type_alias_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::DefDatabase>::union_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_const
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_enum
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_function
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_impl
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_static
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_struct
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_trait
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_type_alias
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_def::db::InternDatabase>::lookup_intern_union
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::expand_proc_macro
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::lookup_intern_eager_expansion
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::lookup_intern_macro
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::macro_arg
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::macro_expand
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_expand::db::AstDatabase>::parse_macro
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::associated_ty_data
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_self_ty
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::impl_trait
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::infer_query
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::inherent_impls_in_crate
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::intern_impl_trait_id
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_assoc_ty_value
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_callable_def
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_chalk_impl
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_type_ctor
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::lookup_intern_type_param_id
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::return_type_impl_traits
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_impls_in_crate
       11 (0.0%)      1 (0.0%)  <DB as ra_hir_ty::db::HirDatabase>::trait_impls_in_deps
       11 (0.0%)      1 (0.0%)  <alloc::string::String as core::cmp::PartialEq>::eq
       11 (0.0%)      1 (0.0%)  <core::iter::adapters::Copied<I> as core::iter::traits::iterator::Iterator>::next
       11 (0.0%)      1 (0.0%)  <ra_parser::syntax_kind::generated::SyntaxKind as core::hash::Hash>::hash
       11 (0.0%)      1 (0.0%)  <rowan::api::SyntaxElementChildren<L> as core::iter::traits::iterator::Iterator>::next
       11 (0.0%)      1 (0.0%)  <smallvec::SmallVec<A> as core::cmp::PartialEq<smallvec::SmallVec<B>>>::eq
       11 (0.0%)      1 (0.0%)  alloc::boxed::Box<[core::mem::maybe_uninit::MaybeUninit<T>]>::assume_init
       11 (0.0%)      1 (0.0%)  alloc::str::join_generic_copy::{{closure}}::{{closure}}
       11 (0.0%)      1 (0.0%)  core::core_arch::x86::sse2::_mm_set_epi64x
       11 (0.0%)      1 (0.0%)  core::iter::traits::iterator::Iterator::peekable
       11 (0.0%)      1 (0.0%)  core::num::<impl u16>::leading_zeros
       11 (0.0%)      1 (0.0%)  core::num::<impl u16>::trailing_zeros
       11 (0.0%)      1 (0.0%)  core::num::<impl u64>::rotate_right
       11 (0.0%)      1 (0.0%)  core::num::<impl usize>::count_ones
       11 (0.0%)      1 (0.0%)  core::num::<impl usize>::leading_zeros
       11 (0.0%)      1 (0.0%)  core::num::<impl usize>::rotate_left
       11 (0.0%)      1 (0.0%)  hashbrown::map::HashMap<K,V,S>::remove
       11 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::load
       11 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::load_aligned
       11 (0.0%)      1 (0.0%)  log::max_level
       11 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::preorder_with_tokens
       11 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::preorder_with_tokens::{{closure}}
       11 (0.0%)      1 (0.0%)  text_size::size::TextSize::checked_sub
       10 (0.0%)      4 (0.0%)  smol_str::Repr::new::{{closure}}
       10 (0.0%)      2 (0.0%)  alloc::sync::data_offset
       10 (0.0%)      2 (0.0%)  core::cmp::impls::<impl core::cmp::PartialEq<&B> for &A>::ne
       10 (0.0%)      2 (0.0%)  core::slice::<impl [T]>::get
       10 (0.0%)      1 (0.0%)  <chalk_ir::ProgramClauseImplication<I> as core::hash::Hash>::hash
       10 (0.0%)      1 (0.0%)  <crossbeam_utils::atomic::seq_lock::SeqLockWriteGuard as core::ops::drop::Drop>::drop
       10 (0.0%)      1 (0.0%)  <ra_hir_expand::MacroCallLoc as core::hash::Hash>::hash
       10 (0.0%)      1 (0.0%)  <ra_hir_ty::traits::ClosureFnTraitImplData as core::hash::Hash>::hash
       10 (0.0%)      1 (0.0%)  <ra_ssr::parsing::NodeKind as core::fmt::Debug>::fmt
       10 (0.0%)      1 (0.0%)  <ra_tt::Punct as core::hash::Hash>::hash
       10 (0.0%)      1 (0.0%)  core::num::<impl i32>::unchecked_add
       10 (0.0%)      1 (0.0%)  core::num::<impl u128>::wrapping_mul
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::saturating_add
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::unchecked_add
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::unchecked_sub
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_add
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_mul
       10 (0.0%)      1 (0.0%)  core::num::<impl usize>::wrapping_sub
       10 (0.0%)      1 (0.0%)  core::option::Option<&T>::copied
       10 (0.0%)      1 (0.0%)  core::ptr::const_ptr::<impl *const T>::wrapping_offset
       10 (0.0%)      1 (0.0%)  core::ptr::read_volatile
       10 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU16::compare_exchange_weak
       10 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU32::compare_exchange_weak
       10 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicU64::compare_exchange_weak
       10 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::compare_exchange
       10 (0.0%)      1 (0.0%)  core::sync::atomic::AtomicUsize::compare_exchange_weak
       10 (0.0%)      1 (0.0%)  hashbrown::raw::sse2::Group::match_empty_or_deleted
       10 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::first_child_or_token
       10 (0.0%)      1 (0.0%)  rowan::api::SyntaxNode<L>::first_token
        9 (0.0%)      3 (0.0%)  <core::iter::adapters::Cloned<I> as core::iter::traits::iterator::Iterator>::size_hint
        9 (0.0%)      3 (0.0%)  core::str::<impl str>::parse
        9 (0.0%)      3 (0.0%)  ra_ssr::parsing::parse_placeholder::{{closure}}
        9 (0.0%)      1 (0.0%)  <core::str::Bytes as core::iter::traits::iterator::Iterator>::next
        9 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::matching
        9 (0.0%)      1 (0.0%)  <core::str::pattern::RejectAndMatch as core::str::pattern::TwoWayStrategy>::rejecting
